tblname,name,poly,incomeShared,senateIdShared
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.303537,41.704506</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.687272,42.420418</coordinates></Point>",56207,9
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.933866,42.855494</coordinates></Point>",36151,19
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.244782,42.016281</coordinates></Point>",85646,31
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.199238,42.220548</coordinates></Point>",0,30
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.92042,42.125823</coordinates></Point>",0,33
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.638438,42.059736</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.93228,42.42405</coordinates></Point>",0,22
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.20849,42.351824</coordinates></Point>",1261260,29
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.150774,41.667856</coordinates></Point>",34495,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.30201,42.67037</coordinates></Point>",87699,18
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.870181,42.559837</coordinates></Point>",0,21
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.866317,42.065582</coordinates></Point>",60329,35
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.845928,42.11561</coordinates></Point>",16005,35
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-73.29253,42.441186</coordinates></Point>",137949,4
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.793319,42.582744</coordinates></Point>",87298,9
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.599957,42.587863</coordinates></Point>",0,6
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.477482,41.711291</coordinates></Point>",89110,39
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.613309,42.268426</coordinates></Point>",32306,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.156445,42.569538</coordinates></Point>",86777,20
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.904197,42.043259</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.344996,42.284216</coordinates></Point>",71569,17
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.124472,42.706638</coordinates></Point>",48047,19
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.947837,42.640423</coordinates></Point>",0,21
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.590471,41.745505</coordinates></Point>",40858,39
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.608425,41.546154</coordinates></Point>",0,39
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.308662,41.799312</coordinates></Point>",60452,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.019685,41.76377</coordinates></Point>",0,37
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.132397,42.023528</coordinates></Point>",29505,32
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.33283,42.00427</coordinates></Point>",38701,17
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.016083,42.595056</coordinates></Point>",0,20
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.513183,42.384494</coordinates></Point>",0,6
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.083725,42.581332</coordinates></Point>",43197,20
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.459252,42.19176</coordinates></Point>",0,7
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.425236,42.152444</coordinates></Point>",20298,7
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.580623,42.050321</coordinates></Point>",0,7
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.453674,42.458427</coordinates></Point>",22447,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.330054,41.889267</coordinates></Point>",41285,31
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.395339,42.458427</coordinates></Point>",0,16
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.450014,42.432919</coordinates></Point>",11812,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.61481,42.06954</coordinates></Point>",0,5
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.932829,42.562261</coordinates></Point>",36646,21
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.259265,42.074699</coordinates></Point>",99346,31
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.201539,42.504844</coordinates></Point>",86861,24
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.54261,42.342546</coordinates></Point>",80666,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.15508,42.248652</coordinates></Point>",0,30
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.190978,42.726357</coordinates></Point>",102247,19
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.122122,42.483241</coordinates></Point>",94915,24
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.141731,42.657779</coordinates></Point>",98666,18
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.893447,42.519282</coordinates></Point>",77687,21
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.549719,42.588581</coordinates></Point>",0,6
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.236179,42.165389</coordinates></Point>",103824,31
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.046579,42.538474</coordinates></Point>",0,22
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.20491,42.584188</coordinates></Point>",0,8
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.504086,42.262285</coordinates></Point>",0,7
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.109741,41.744554</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.90742,41.893877</coordinates></Point>",37928,36
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.43638,41.624341</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.003493,41.874985</coordinates></Point>",34200,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.873956,42.806138</coordinates></Point>",0,19
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.180668,42.120619</coordinates></Point>",35366,31
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.08923,42.180048</coordinates></Point>",194358,32
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.538163,42.125771</coordinates></Point>",178982,3
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",173202,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.892926,41.639762</coordinates></Point>",50655,38
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.069406,42.356216</coordinates></Point>",1572647,27
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.088255,42.423437</coordinates></Point>",103875,25
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.064704,42.456256</coordinates></Point>",33171,23
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.200478,42.194828</coordinates></Point>",405754,30
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.061993,42.197322</coordinates></Point>",0,32
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.012431,42.410089</coordinates></Point>",84765,27
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.91616,42.13066</coordinates></Point>",52943,33
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.770188,42.207254</coordinates></Point>",58763,34
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.101276,42.12532</coordinates></Point>",97140,32
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.120746,41.726343</coordinates></Point>",113335,37
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.635328,42.332131</coordinates></Point>",35421,6
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.920143,42.469715</coordinates></Point>",0,22
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.09148,41.904243</coordinates></Point>",154183,36
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.246593,42.374812</coordinates></Point>",283731,16
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.186612,42.366825</coordinates></Point>",124745,28
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",0,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.125887,42.466762</coordinates></Point>",39339,23
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.459405,42.446396</coordinates></Point>",0,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.0042,42.207119</coordinates></Point>",152608,33
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.08923,42.180048</coordinates></Point>",243555,32
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.161996,42.162599</coordinates></Point>",15522,32
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.074761,42.782727</coordinates></Point>",147921,19
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.232583,42.452936</coordinates></Point>",71625,24
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.091039,42.391214</coordinates></Point>",143794,25
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.879123,42.635443</coordinates></Point>",75400,20
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.455616,42.120931</coordinates></Point>",57735,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.949489,42.129267</coordinates></Point>",0,33
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.098146,42.474595</coordinates></Point>",0,23
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.201723,41.655256</coordinates></Point>",41786,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.0639,41.67026</coordinates></Point>",42250,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.997546,42.574562</coordinates></Point>",0,9
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.155797,41.847791</coordinates></Point>",0,36
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.496191,42.147781</coordinates></Point>",61379,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.66895,42.11488</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.64282,42.322118</coordinates></Point>",0,10
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.328739,42.41323</coordinates></Point>",0,16
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.79926,42.24053</coordinates></Point>",85287,34
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.523888,42.227844</coordinates></Point>",0,15
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.823035,42.154145</coordinates></Point>",0,34
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-69.96321,41.67633</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.282975,41.941212</coordinates></Point>",110647,31
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.00107,41.7899</coordinates></Point>",25256,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.148201,41.740144</coordinates></Point>",0,37
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.59024,42.560043</coordinates></Point>",0,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.71615,42.116769</coordinates></Point>",69817,34
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.091248,41.271747</coordinates></Point>",156503,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.476972,41.58261</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.298442,41.657863</coordinates></Point>",66773,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-73.261215,42.402925</coordinates></Point>",0,4
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.315614,42.47815</coordinates></Point>",0,16
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.001852,42.682108</coordinates></Point>",118119,20
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.604842,42.170731</coordinates></Point>",129179,5
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.417422,42.384443</coordinates></Point>",60135,16
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.034751,42.073422</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.25006,42.279797</coordinates></Point>",146689,17
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.034751,42.073422</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.234271,42.61161</coordinates></Point>",66667,18
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.36145,42.3626</coordinates></Point>",0,17
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-73.113128,42.698216</coordinates></Point>",0,4
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.049486,41.638992</coordinates></Point>",0,37
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.440409,42.320169</coordinates></Point>",173629,15
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.299201,42.294546</coordinates></Point>",71762,17
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.32334,42.119849</coordinates></Point>",0,17
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.309558,42.191627</coordinates></Point>",25255,31
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.650903,42.572313</coordinates></Point>",0,14
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.664299,42.613435</coordinates></Point>",121877,20
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.231223,42.445074</coordinates></Point>",44613,24
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.541299,42.132788</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.701357,41.970474</coordinates></Point>",18217,39
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.624233,42.104923</coordinates></Point>",51336,3
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.940837,42.0785</coordinates></Point>",0,35
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.703648,41.998159</coordinates></Point>",30984,39
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.354718,41.656255</coordinates></Point>",56575,40
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.810215,42.067416</coordinates></Point>",62963,39
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-72.604842,42.170731</coordinates></Point>",67114,5
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.280529,42.492453</coordinates></Point>",0,16
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.03283,42.39176</coordinates></Point>",90255,26
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-70.836991,42.500096</coordinates></Point>",0,22
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.38284,42.63898</coordinates></Point>",63935,16
1,INTERNATIONAL ASSOCIATION OF FIRE FIGHTERS,"<Point><coordinates>-71.754136,42.566955</coordinates></Point>",67299,9
1,INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS,"<Point><coordinates>-71.050717,42.301587</coordinates></Point>",1520394,1
1,INTERNATIONAL ASSOCIATION OF HEAT & FROST INSULATORS & ALLIED WORKERS,"<Point><coordinates>-71.071819,42.383463</coordinates></Point>",587527,26
1,INTERNATIONAL ASSOCIATION OF JEWISH GENEALOGICAL SOCIETIES INC,"<Point><coordinates>-72.65558,42.326796</coordinates></Point>",0,6
1,INTERNATIONAL ASSOCIATION OF LION CLUBS,"<Point><coordinates>-72.24602,42.25485</coordinates></Point>",0,8
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-70.17864,42.05844</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-72.514631,42.38473</coordinates></Point>",NA,6
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-72.719906,42.043424</coordinates></Point>",0,5
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-71.157766,42.698351</coordinates></Point>",NA,18
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-70.00107,41.7899</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-70.964069,42.072145</coordinates></Point>",0,35
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-72.596521,42.580019</coordinates></Point>",21733,6
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-70.257829,41.683333</coordinates></Point>",0,40
1,INTERNATIONAL ASSOCIATION OF LIONS CLUB,"<Point><coordinates>-70.97393,42.492456</coordinates></Point>",0,22
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.362,41.908433</coordinates></Point>",0,17
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.067062,41.756214</coordinates></Point>",138096,37
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.942039,42.20111</coordinates></Point>",0,34
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.873196,42.80965</coordinates></Point>",0,19
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-72.072285,42.555059</coordinates></Point>",0,8
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.080048,42.115378</coordinates></Point>",0,32
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.88049,42.556636</coordinates></Point>",0,21
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.005565,42.407777</coordinates></Point>",NA,27
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.4634,42.26121</coordinates></Point>",119670,15
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.703149,42.605187</coordinates></Point>",NA,9
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.424504,42.141764</coordinates></Point>",87803,15
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.344933,41.928554</coordinates></Point>",0,17
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.038598,41.939572</coordinates></Point>",0,36
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.927569,41.691736</coordinates></Point>",0,38
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.753789,42.428391</coordinates></Point>",0,9
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.972567,41.646649</coordinates></Point>",0,38
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.13596,41.66781</coordinates></Point>",9743,40
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.362,41.908433</coordinates></Point>",0,17
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.860578,41.988351</coordinates></Point>",0,35
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-72.425254,42.541495</coordinates></Point>",0,6
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-72.095834,42.260981</coordinates></Point>",0,8
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.855444,42.109223</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.935681,41.699338</coordinates></Point>",0,38
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.477482,41.711291</coordinates></Point>",0,39
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.01616,42.59509</coordinates></Point>",0,20
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.871078,42.368703</coordinates></Point>",0,10
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.546961,42.100352</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.875386,42.86102</coordinates></Point>",0,19
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.229293,42.227919</coordinates></Point>",0,30
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.795255,41.903616</coordinates></Point>",0,36
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.701357,41.970474</coordinates></Point>",0,39
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-72.5787,42.46675</coordinates></Point>",0,6
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.976558,41.973741</coordinates></Point>",0,36
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.949489,42.129267</coordinates></Point>",0,33
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.866257,42.112366</coordinates></Point>",0,12
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.777066,42.376092</coordinates></Point>",0,10
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.761211,42.513033</coordinates></Point>",0,9
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.057222,42.478572</coordinates></Point>",0,23
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.671737,42.652867</coordinates></Point>",0,9
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-72.504086,42.262285</coordinates></Point>",0,7
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-72.604842,42.170731</coordinates></Point>",136736,5
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.199238,42.220548</coordinates></Point>",48079,30
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.565347,42.438825</coordinates></Point>",0,9
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-70.8238,41.774241</coordinates></Point>",0,37
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.682862,42.203944</coordinates></Point>",52425,11
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.310295,42.075609</coordinates></Point>",7006,17
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.175491,42.39577</coordinates></Point>",179252,28
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.07033,42.495929</coordinates></Point>",0,23
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.245971,42.154482</coordinates></Point>",64642,31
1,INTERNATIONAL ASSOCIATION OF LIONS CLUBS,"<Point><coordinates>-71.250479,42.356719</coordinates></Point>",28369,29
